2392087	Porto-Novo	Porto-Novo	6.49646	2.60359	BJ	Africa/Porto-Novo
2392204	Parakou	Parakou	9.33716	2.63031	BJ	Africa/Porto-Novo
2392308	Ouidah	Ouidah	6.36307	2.08506	BJ	Africa/Porto-Novo
2392505	Nikki	Nikki	9.94009	3.21075	BJ	Africa/Porto-Novo
2392601	Natitingou	Natitingou	10.30416	1.37962	BJ	Africa/Porto-Novo
2392897	Lokossa	Lokossa	6.63869	1.71674	BJ	Africa/Porto-Novo
2393693	Kandi	Kandi	11.13417	2.93861	BJ	Africa/Porto-Novo
2394560	Djougou	Djougou	9.70853	1.66598	BJ	Africa/Porto-Novo
2394819	Cotonou	Cotonou	6.36536	2.41833	BJ	Africa/Porto-Novo
2395049	Bohicon	Bohicon	7.17826	2.0667	BJ	Africa/Porto-Novo
2395914	Abomey-Calavi	Abomey-Calavi	6.44852	2.35566	BJ	Africa/Porto-Novo
2395915	Abomey	Abomey	7.18286	1.99119	BJ	Africa/Porto-Novo
1820906	Bandar Seri Begawan	Bandar Seri Begawan	4.94029	114.94806	BN	Asia/Brunei
3901178	Yacuiba	Yacuiba	-22.03799	-63.67968	BO	America/La_Paz
3902377	La Santisima Trinidad	La Santisima Trinidad	-14.83333	-64.9	BO	America/La_Paz
3903320	Tarija	Tarija	-21.53549	-64.72956	BO	America/La_Paz
3903987	Sucre	Sucre	-19.03332	-65.26274	BO	America/La_Paz
3904906	Santa Cruz de la Sierra	Santa Cruz de la Sierra	-17.8	-63.16667	BO	America/La_Paz
3906466	Riberalta	Riberalta	-10.98333	-66.1	BO	America/La_Paz
3907584	Potosí	Potosi	-19.58361	-65.75306	BO	America/La_Paz
3909234	Oruro	Oruro	-17.98333	-67.15	BO	America/La_Paz
3910027	Montero	Montero	-17.33333	-63.25	BO	America/La_Paz
3911925	La Paz	La Paz	-16.5	-68.15	BO	America/La_Paz
3919968	Cochabamba	Cochabamba	-17.3895	-66.1568	BO	America/La_Paz
3384987	Vitória de Santo Antão	Vitoria de Santo Antao	-8.11806	-35.29139	BR	America/Recife
3385935	Tucuruí	Tucurui	-3.76611	-49.6725	BR	America/Belem
3386361	Timon	Timon	-5.09417	-42.83667	BR	America/Fortaleza
3386496	Teresina	Teresina	-5.08917	-42.80194	BR	America/Fortaleza
3387296	Sobral	Sobral	-3.68611	-40.34972	BR	America/Fortaleza
3387786	Serra Talhada	Serra Talhada	-7.99194	-38.29833	BR	America/Recife
3388368	São Luís	Sao Luis	-2.52972	-44.30278	BR	America/Fortaleza
